,No,City,Place,Review,Rating,Name,Date,Raw_Review,Raw_Rating
3998,3999,Gangtok,Kyongnosla Waterfall,small beautiful waterfall close nathula pass covered visiting tsomgo lake nathula relax enjoy snacks cup tea simply laze buy woollens local shops,5,Anonymous,,A small but beautiful waterfall close to Nathula Pass. It can be covered while visiting Tsomgo Lake and Nathula. Relax and enjoy some snacks and a cup of tea or simply laze around and buy some woollens from the local shops,gol
3999,4000,Gangtok,Lal Bazar,market different traditional local street vending shops ground floor vegetables fruits shops rest floors clothes utensils shops ideal tourists shop products,4,Anonymous,,"The market was no different from any of the traditional local street vending shops. The ground floor is full of vegetables, fruits etc. shops, the rest of the floors had clothes, utensils, etc. shops.

Not ideal for tourists to shop. The products didn't seem to...",bas
4000,4001,Gangtok,Kyichu Ga-Tsal,extremely beautiful visit visits gangtok cafe swimming pool plants ambience entire place second place caters adults kids making attractive family thoroughly enjoyed,5,Anonymous,,"Extremely beautiful & a MUST VISIT for anyone who visits Gangtok. The cafe, swimming pool, plants & ambience of the entire place is second to none. The place caters to both adults and kids making it very attractive. My family & I thoroughly enjoyed our...",gol
4001,4002,Gangtok,Mayfair Gangtok Casino Mahjong,visit mayfair sikkim extermely pleasures movement place great historical natural aspects staff cooperates ques reapond politely welcome confident smile overall good services,5,Anonymous,,"Our first visit towards mayfair sikkim was extermely pleasures movement and the place itself had a great historical and natural aspects .
Therefore the staff also cooperates to our ques and reapond politely everyone welcome us with a confident smile , overall good services and...",gol
4002,4003,Gangtok,Menmecho Lake,menmecho lake small looks amazing close tsongmo lake way nathula pass visited time water clear neat,5,Anonymous,,Menmecho Lake is small but looks so amazing. It is very close to Tsongmo lake. It is on the way to Nathula Pass. When we have visited so at that time water so clear an neat.,gol
4003,4004,Gangtok,MG Marg,place good time pass good visit tour nice spend time good pass time,5,Anonymous,,The place is a good time pass and good to have a visit on the tour.It is nice to spend time and good to pass time.,gol
4004,4005,Gangtok,Mt. Katao,went indo china border setting light understandably beautiful chilled snow excitement,5,Anonymous,,"Though we went up to the Indo-China border at the top during the setting light, it was understandably beautiful, chilled, full of snow and excitement.",gol
4005,4006,Gangtok,Namgyal Institute of Tibetology,visited good monasteries gangtok darjeeling place safely avoided place religious importance persons following buddhism tourists connect place religious feelings,4,Anonymous,,Once you visited other good Monasteries at Gangtok and Darjeeling then this is place which can safely be avoided. Although this place may be of religious importance for persons following Buddhism but for tourists who cannot connect them with place through religious feelings will not...,bas
4006,4007,Gangtok,Nathula Pass,literally experience foot india china make sure taking old people oxygen levels low,3,Anonymous,,You can literally experience your one foot in India & the other in China. Make sure before taking old people here as the oxygen levels here are very low,dex
4007,4008,Gangtok,Palzor Stadium,single stadium sikkim decorated managed visit stadium morning time,3,Anonymous,,This is the single stadium of Sikkim. This is well decorated and managed. Anyone can visit the stadium at morning time.,dex
4008,4009,Gangtok,Phurchachu Hot Springs,went yamthung valley yumesamdong zero point th march shingba rhododendron sanctury entrance arch yamthung valley hot springs located km lachung natural hot spring building,4,Anonymous,,"I went to Yamthung Valley and Yumesamdong ( Zero point ) on 27th March 2016, after Shingba Rhododendron Sanctury entrance arch and just before Yamthung Valley this Hot Springs is located, it's about 20km from Lachung, this is a natural hot spring and a building...",bas
4009,4010,Gangtok,Ranka Monastery,visited monastery march th amazing place peaceful place colorful calm serene place visit hour drive gangtok visit place gangtok,5,Anonymous,,"Visited this Monastery in March 27th, 2019. Amazing place. A very peaceful place and colorful. It is such a calm and serene place to visit.  About an hour drive from Gangtok. This is a must visit place if you are in Gangtok.",gol
4010,4011,Gangtok,Phensang Monastery,monastery years old located kms gangtok monastery gutted massive government help lamas started rebuilding completed got usual,4,Anonymous,,This monastery is almost 300 years old and is located about 7 kms from Gangtok.In 1947 this monastery was gutted by a massive fire and after that with government help the Lamas had started rebuilding it and was completed in 1996.It has got the usual...,bas
4011,4012,Gangtok,Plant Conservatory,saw rides city dropped nice place walk enjoyed conservatory good times relax walk photos,5,Anonymous,,"We saw this on one of our rides around the city, and just dropped in. It's a nice place for a walk and we enjoyed the conservatory. Good times to relax, walk around and take photos!",gol
4012,4013,Gangtok,Phensong Monastery,place monastery place visit gives fell monastery good place visit,4,Anonymous,,The place is a monastery and the place on the visit gives the fell of the monastery.It is a good place to visit.,bas
4013,4014,Gangtok,Parbateyswar Shivalaya Mandir,good place calm peacefull hard temple gangtok good,5,Anonymous,,it is a very good place to see. very calm and peacefull. it is very hard to find temple in gangtok . very good.,gol
4014,4015,Gangtok,Saramsa Garden,visited saramsa garden th buddha purnima unfortunately public function hosted evening time looked park littered liquor bottles used paper cups food plates people,2,Anonymous,,"I visited Saramsa garden on 10th May (Buddha Purnima). Unfortunately there was some public function that was hosted during the evening time. When we looked around the park, it was littered with liquor bottles, used paper cups, food plates etc. We can see people were...",fuk
4015,4016,Gangtok,Seven Sisters Waterfalls,visit touring gangtok time waste crowded place love quaint places really place passed stop waterfall chai nearby tea,3,Anonymous,,"Visit if you are only touring Gangtok and have time to waste, crowded place. Since I love quaint places, it was not really a place for me, just passed by and did not stop at the waterfall, though I had chai at a nearby tea...",dex
4016,4017,Gangtok,Shanti View Point,view point speciality point surrounding view need climb little bit usual gangtok nice place pictures,4,Anonymous,,This is another view point. Speciality is that from this point you can get surrounding view.  Need to climb little bit as usual in gangtok. Nice place for pictures.,bas
4017,4018,Gangtok,Shingba Rhododendron Sanctuary,visited yumthang march unfortunately flowers bloomed weather cold march buds need warm bright sunlight blossom right time visit yumthang witness flowers radiant colours,4,Anonymous,,We visited Yumthang in March 2018 and unfortunately none of the flowers had bloomed. The weather was still very cold in March and the buds need warm and bright sunlight to blossom. The right time to visit Yumthang to witness flowers in radiant colours is...,bas
4018,4019,Gangtok,Sikkim Manipal University,university huge complex nicely maintained way gangtok city g road km away place,4,Anonymous,,University has a huge complex and nicely maintained. its on the way to Gangtok city. M G Road is 10 km away from this place.,bas
4019,4020,Gangtok,Tashi View Point,small little place hill offering good views place gets crowded post breakfast time small cafe souvenir shop,4,Anonymous,,A small little place up on the hill offering good of views. The place gets crowded post breakfast time. Has a small Cafe and a souvenir shop.,bas
4020,4021,Gangtok,Thakurbari Temple,close hotel close mg road went october durga puja time puja going worth visit,3,Anonymous,,This was very close to our hotel and very close to MG road. As we went October and Durga puja time so puja was going on. Worth to visit.,dex
4021,4022,Gangtok,Tsomgo Lake,excellent place visit great weather road good day required visit nathula pass mandir lake beautiful locations,5,Anonymous,,"Excellent place to visit. Great weather. Road is good. One full day required for visit nathula pass, mandir and this lake. Beautiful locations",gol
